Boundary Name,Boundary Type,Construction Type,Insulation Details,Material Name,Thickness (m),Conductivity (W/m-K),Density (kg/m^3),Specific Heat (kJ/kg-K),Resistance (m^2-K/W),Capacitance (kJ/m^2-K),Received From,Specific Heat (J/kg-K)
Exterior Wall,"WoodStud, fiber cement siding, R-11",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Exterior Wall,"WoodStud, fiber cement siding, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, fiber cement siding, R-11",,,WALL STUD AND CAVITY,0.1397,0.095,139.054,,1.468,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, fiber cement siding, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, fiber cement siding, R-15",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Exterior Wall,"WoodStud, fiber cement siding, R-15",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, fiber cement siding, R-15",,,WALL STUD AND CAVITY,0.1397,0.078,139.054,,1.785,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, fiber cement siding, R-15",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, fiber cement siding, R-19",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Exterior Wall,"WoodStud, fiber cement siding, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Exterior Wall,"WoodStud, fiber cement siding, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, fiber cement siding, R-19",,,WALL STUD AND CAVITY,0.1397,0.231,139.054,,0.6055,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, fiber cement siding, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, fiber cement siding, R-7",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Exterior Wall,"WoodStud, fiber cement siding, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, fiber cement siding, R-7",,,WALL STUD AND CAVITY,0.1397,0.118,139.054,,1.187,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, fiber cement siding, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, fiber cement siding, Uninsulated",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Exterior Wall,"WoodStud, fiber cement siding, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, fiber cement siding, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.551,139.054,,0.2534,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, fiber cement siding, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, stucco, R-11",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Exterior Wall,"WoodStud, stucco, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, stucco, R-11",,,WALL STUD AND CAVITY,0.1397,0.095,139.054,,1.466,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, stucco, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, stucco, R-15",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Exterior Wall,"WoodStud, stucco, R-15",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, stucco, R-15",,,WALL STUD AND CAVITY,0.1397,0.078,139.054,,1.783,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, stucco, R-15",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, stucco, R-19",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Exterior Wall,"WoodStud, stucco, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Exterior Wall,"WoodStud, stucco, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, stucco, R-19",,,WALL STUD AND CAVITY,0.1397,0.232,139.054,,0.6033,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, stucco, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, stucco, R-7",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Exterior Wall,"WoodStud, stucco, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, stucco, R-7",,,WALL STUD AND CAVITY,0.1397,0.118,139.054,,1.184,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, stucco, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, stucco, Uninsulated",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Exterior Wall,"WoodStud, stucco, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, stucco, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.556,139.054,,0.2511,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, stucco, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, vinyl siding, R-11",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Exterior Wall,"WoodStud, vinyl siding, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, vinyl siding, R-11",,,WALL STUD AND CAVITY,0.1397,0.095,139.054,,1.469,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, vinyl siding, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, vinyl siding, R-15",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Exterior Wall,"WoodStud, vinyl siding, R-15",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, vinyl siding, R-15",,,WALL STUD AND CAVITY,0.1397,0.078,139.054,,1.786,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, vinyl siding, R-15",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, vinyl siding, R-19",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Exterior Wall,"WoodStud, vinyl siding, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Exterior Wall,"WoodStud, vinyl siding, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, vinyl siding, R-19",,,WALL STUD AND CAVITY,0.1397,0.23,139.054,,0.6063,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, vinyl siding, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, vinyl siding, R-7",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Exterior Wall,"WoodStud, vinyl siding, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, vinyl siding, R-7",,,WALL STUD AND CAVITY,0.1397,0.118,139.054,,1.187,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, vinyl siding, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, vinyl siding, Uninsulated",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Exterior Wall,"WoodStud, vinyl siding, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, vinyl siding, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.55,139.054,,0.2542,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, vinyl siding, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, wood siding, R-11",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Exterior Wall,"WoodStud, wood siding, R-11",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, wood siding, R-11",,,WALL STUD AND CAVITY,0.1397,0.095,139.054,,1.469,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, wood siding, R-11",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, wood siding, R-15",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Exterior Wall,"WoodStud, wood siding, R-15",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, wood siding, R-15",,,WALL STUD AND CAVITY,0.1397,0.078,139.054,,1.785,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, wood siding, R-15",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, wood siding, R-19",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Exterior Wall,"WoodStud, wood siding, R-19",,,WALL RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Exterior Wall,"WoodStud, wood siding, R-19",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, wood siding, R-19",,,WALL STUD AND CAVITY,0.1397,0.231,139.054,,0.6057,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, wood siding, R-19",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, wood siding, R-7",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Exterior Wall,"WoodStud, wood siding, R-7",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, wood siding, R-7",,,WALL STUD AND CAVITY,0.1397,0.118,139.054,,1.187,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, wood siding, R-7",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Exterior Wall,"WoodStud, wood siding, Uninsulated",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Exterior Wall,"WoodStud, wood siding, Uninsulated",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Exterior Wall,"WoodStud, wood siding, Uninsulated",,,WALL STUD AND CAVITY,0.1397,0.551,139.054,,0.2535,22.7328605968244,,1170.238
Exterior Wall,"WoodStud, wood siding, Uninsulated",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Floor,2ft R10 Exterior,,2ft R10 Exterior,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,1.217110581,0.0,Minimal_slab_2ftR10_ext,
Floor,2ft R10 Exterior,,2ft R10 Exterior,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_2ftR10_ext,
Floor,2ft R10 Exterior,,2ft R10 Exterior,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_2ftR10_ext,
Floor,2ft R10 Exterior,,2ft R10 Exterior,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_2ftR10_ext,
Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.918943773,0.0,Minimal_slab_2ftR10_R5G,
Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_2ftR10_R5G,
Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_2ftR10_R5G,
Floor,"2ft R10 Perimeter, R5 Gap",,2ft R10 Perimeter,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_2ftR10_R5G,
Floor,2ft R5 Exterior,,2ft R5 Exterior,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.958725848,0.0,Minimal_slab_2ftR5_ext,
Floor,2ft R5 Exterior,,2ft R5 Exterior,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_2ftR5_ext,
Floor,2ft R5 Exterior,,2ft R5 Exterior,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_2ftR5_ext,
Floor,2ft R5 Exterior,,2ft R5 Exterior,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_2ftR5_ext,
Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.842901562,0.0,Minimal_slab_2ftR5_R5G,
Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_2ftR5_R5G,
Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_2ftR5_R5G,
Floor,"2ft R5 Perimeter, R5 Gap",,2ft R5 Perimeter,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_2ftR5_R5G,
Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,1.211340322,0.0,Minimal_slab_4ftR10_R5G,
Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_4ftR10_R5G,
Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_4ftR10_R5G,
Floor,"4ft R10 Perimeter, R5 Gap",,4ft R10 Perimeter,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_4ftR10_R5G,
Floor,4ft R5 Exterior,,4ft R5 Exterior,MAT-FIC-SLAB,0.0,0.0,0.0,0.0,1.347,0.0,Minimal_slab_4ftR5_ext (Denver),
Floor,4ft R5 Exterior,,4ft R5 Exterior,SLABSOIL-12IN,0.3048,1.731,1842.3,0.4187,0.1761,235.1138838,Minimal_slab_4ftR5_ext (Denver),
Floor,4ft R5 Exterior,,4ft R5 Exterior,SLABMASS,0.1016,1.313,2242.8,0.8374,0.0774,190.8170652,Minimal_slab_4ftR5_ext (Denver),
Floor,4ft R5 Exterior,,4ft R5 Exterior,SLABCARPETBAREEQUIVALENTMATERIAL,0.0254,0.087,40.05,1.21423,0.293,1.235199752,Minimal_slab_4ftR5_ext (Denver),
Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,1.040030216,0.0,Minimal_slab_4ftR5_R5G,
Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_4ftR5_R5G,
Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_4ftR5_R5G,
Floor,"4ft R5 Perimeter, R5 Gap",,4ft R5 Perimeter,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_4ftR5_R5G,
Floor,Minimal,,Minimal,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,87.6,0.0,Fully_minimal (OLD),
Floor,Minimal,,Minimal,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Fully_minimal (OLD),
Floor,Minimal,,Minimal,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Fully_minimal (OLD),
Floor,Minimal,,Minimal,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Fully_minimal (OLD),
Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,2.067529624,0.0,Minimal_slab_wholeR10_R5G,
Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_wholeR10_R5G,
Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_wholeR10_R5G,
Floor,"R10 Whole Slab, R5 Gap",,R10 Whole Slab,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_wholeR10_R5G,
Floor,Uninsulated,,Uninsulated,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.423720515,0.0,Minimal_slab_unins,
Floor,Uninsulated,,Uninsulated,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Minimal_slab_unins,
Floor,Uninsulated,,Uninsulated,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,Minimal_slab_unins,
Floor,Uninsulated,,Uninsulated,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,Minimal_slab_unins,
Foundation Ceiling,Ceiling R-13,,,FLOOR STUD AND CAVITY,0.1397,0.236,92.355,,0.5915,14.704582619859,,1139.714
Foundation Ceiling,Ceiling R-13,,,FLOOR RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Foundation Ceiling,Ceiling R-13,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Foundation Ceiling,Ceiling R-13,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Foundation Ceiling,Ceiling R-19,,,FLOOR STUD AND CAVITY,0.1397,0.097,92.355,,1.437,14.704582619859,,1139.714
Foundation Ceiling,Ceiling R-19,,,FLOOR RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Foundation Ceiling,Ceiling R-19,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Foundation Ceiling,Ceiling R-19,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Foundation Ceiling,Ceiling R-30,,,FLOOR STUD AND CAVITY,0.1397,0.135,92.355,,1.032,14.704582619859,,1139.714
Foundation Ceiling,Ceiling R-30,,,FLOOR RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Foundation Ceiling,Ceiling R-30,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Foundation Ceiling,Ceiling R-30,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Foundation Ceiling,Ceiling R-38,,,FLOOR STUD AND CAVITY,0.1397,1.204,92.355,,0.116,14.704582619859,,1139.714
Foundation Ceiling,Ceiling R-38,,,FLOOR RIGID INS,0.1554,0.029,32.04,,5.282,6.04567059768,,1214.23
Foundation Ceiling,Ceiling R-38,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Foundation Ceiling,Ceiling R-38,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Foundation Ceiling,Uninsulated,,,FLOOR STUD AND CAVITY,0.1397,0.924,92.355,,0.1512,14.704582619859,,1139.714
Foundation Ceiling,Uninsulated,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Foundation Ceiling,Uninsulated,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Foundation Floor,Minimal,,Minimal,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,87.6,0.0,"copied from Floor, Minimal",
Foundation Floor,Minimal,,Minimal,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,"copied from Floor, Minimal",
Foundation Floor,Minimal,,Minimal,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,"copied from Floor, Minimal",
Foundation Floor,Minimal,,Minimal,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,"copied from Floor, Minimal",
Foundation Floor,Uninsulated,,Uninsulated,Ficticious Insulating Layer,0.0,0.0,0.0,0.0,0.423720515,0.0,"copied from Floor, Uninsulated",
Foundation Floor,Uninsulated,,Uninsulated,Soil,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,"copied from Floor, Uninsulated",
Foundation Floor,Uninsulated,,Uninsulated,Slab,0.1016,1.312675,2242.8,0.837504,0.077399204,190.8407635,"copied from Floor, Uninsulated",
Foundation Floor,Uninsulated,,Uninsulated,Carpet,0.0254,0.086680426,1.2143808,40.05,0.2930304,1.235353156,"copied from Floor, Uninsulated",
Foundation Furniture,Standard,,,FURNITURE MATERIAL BASEMENT - UNCONDITIONED,0.1524,0.115,640.8,,1.32,118.5791762016,,1214.23
Foundation Wall,"CS,  Half Wall R10",Crawlspace,Half R10,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.507774707,0.0,Copied from Unfinished Basement,
Foundation Wall,"CS,  Half Wall R10",Crawlspace,Half R10,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Copied from Unfinished Basement,
Foundation Wall,"CS,  Half Wall R10",Crawlspace,Half R10,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Copied from Unfinished Basement,
Foundation Wall,"CS,  Half Wall R5",Crawlspace,Half R5,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.414775201,0.0,Copied from Unfinished Basement,
Foundation Wall,"CS,  Half Wall R5",Crawlspace,Half R5,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Copied from Unfinished Basement,
Foundation Wall,"CS,  Half Wall R5",Crawlspace,Half R5,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Copied from Unfinished Basement,
Foundation Wall,"CS,  Uninsulated",Crawlspace,Uninsulated,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.363034643,0.0,Copied from Unfinished Basement,
Foundation Wall,"CS,  Uninsulated",Crawlspace,Uninsulated,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Copied from Unfinished Basement,
Foundation Wall,"CS,  Uninsulated",Crawlspace,Uninsulated,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R10",Crawlspace,R10,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R10",Crawlspace,R10,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R10",Crawlspace,R10,UFBaseWallIns,0.0508,0.02885,32.04,1.2143808,1.760831889,1.97656505,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R13",Crawlspace,R13,SOIL-12IN,0.3048,1.731,1842.3,0.4187,0.1761,235.1138838,Minimal_crawlspace_R13 (Denver),
Foundation Wall,"CS,  Whole Wall R13",Crawlspace,R13,CONCRETE-8IN,0.2032,1.311,2242.8,0.8374,0.1549,381.6341303,Minimal_crawlspace_R13 (Denver),
Foundation Wall,"CS,  Whole Wall R13",Crawlspace,R13,CWALLINS,0.066,0.029,32.04,1.21423,2.289,2.567659327,Minimal_crawlspace_R13 (Denver),
Foundation Wall,"CS,  Whole Wall R15",Crawlspace,R15,SOIL-12IN,0.3048,1.731,1842.3,0.4187,0.1761,235.1138838,Minimal_crawlspace_R15 (Denver),
Foundation Wall,"CS,  Whole Wall R15",Crawlspace,R15,CONCRETE-8IN,0.2032,1.311,2242.8,0.8374,0.1549,381.6341303,Minimal_crawlspace_R15 (Denver),
Foundation Wall,"CS,  Whole Wall R15",Crawlspace,R15,CWALLINS,0.0762,0.029,32.04,1.21423,2.641,2.964479405,Minimal_crawlspace_R15 (Denver),
Foundation Wall,"CS,  Whole Wall R20",Crawlspace,R20,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R20",Crawlspace,R20,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R20",Crawlspace,R20,UFBaseWallIns,0.1016,0.02885,32.04,1.2143808,3.521663778,3.953130101,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R5",Crawlspace,R5,UFBaseWall-FicR,0.0,0.0,0.0,0.0,0.068561509,0.0,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R5",Crawlspace,R5,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R5",Crawlspace,R5,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,Copied from Unfinished Basement,
Foundation Wall,"CS,  Whole Wall R5",Crawlspace,R5,UFBaseWallIns,0.0254,0.02885,32.04,1.2143808,0.880415945,0.988282525,Copied from Unfinished Basement,
Foundation Wall,"FB, R10",Finished Basement,R10,Soil-12in,0.3048,1.731,1842.3,0.418752,0.176083189,235.1430836,"Copied from FB, R5",
Foundation Wall,"FB, R10",Finished Basement,R10,Concrete-8in,0.2032,1.3114056,2242.8,0.837504,0.154948248,381.6815269,"Copied from FB, R5",
Foundation Wall,"FB, R10",Finished Basement,R10,FBaseWallIns,0.0508,0.02885,32.04,1.2143808,1.760831889,1.97656505,"Copied from FB, R5",
Foundation Wall,"FB, R10",Finished Basement,R10,GypsumBoard-1_2in,0.0127,0.1602906,801.0,0.837504,0.079231097,8.519676941,"Copied from FB, R5",
